"OBJECTID","POINT_X","POINT_Y","No_cells","Area_km2","HAiFLS_for"
506,570015.08508,4804778.79472,196719,15.666,0.2002118
507,570317.049388,4804496.31507,208284,16.587,0
508,570578.953548,4804757.17254,238457,18.9898,0.1682592
509,569183.032917,4804577.36981,92391,7.35768,0.4381574
510,572435.001045,4804573.75952,34517,2.74881,0.1190052
511,570364.357201,4804481.2175,28463,2.26669,0
512,572293.18946,4804435.29649,14636,1.16556,0.0345756
513,568661.588996,4804456.08345,74869,5.96229,0.5332009
514,570028.756129,4804675.4832,9724,0.774383,0.0967535
515,566920.008696,4804228.524,24517,1.95244,2.1236191
516,568230.648478,4804293.38027,65133,5.18695,0.6018119
517,567925.542908,4803989.1007,59269,4.71996,0.669143
518,567709.336322,4803971.25286,34759,2.76808,1.2631807
519,567801.953943,4803978.392,23993,1.91071,0.0466305
520,573036.20913,4804605.60794,10378,0.826465,1.4551365
521,577100.674283,4804267.89656,52278,4.16323,1.6770023
522,567750.755133,4803944.48112,20020,1.59432,0.0118027
523,575778.746942,4804051.72045,102125,8.13285,0
524,567364.682065,4803775.48394,12043,0.95906,0
525,572308.531459,4804319.41661,18908,1.50576,0
526,568694.34553,4804339.85628,10890,0.867239,0.1307165
527,577142.040453,4803768.83805,33861,2.69656,2.9477379
528,570291.887398,4804283.6972,13835,1.10177,0
529,577222.349661,4803732.7649,14108,1.12351,0.0005229
530,570461.280873,4804262.308,14366,1.14405,0.0093453
531,575592.532501,4803592.71142,42962,3.42133,0
532,575583.870068,4803579.38501,55465,4.41703,8.0439148
533,575361.087905,4803409.62338,51029,4.06376,8.9268847
534,574165.971762,4803119.66235,14319,1.14031,0
535,574679.589228,4803245.71182,42933,3.41902,11.0131226
536,574045.085781,4803105.63302,10165,0.809503,0.0090879
537,577074.398349,4803261.05783,24779,1.97331,0
538,572469.161945,4803400.27181,9572,0.762278,0
539,574175.990128,4803065.73395,23598,1.87926,26.0301647
540,576975.739461,4802766.15458,16606,1.32244,10.0208941
541,574123.822254,4802581.15503,14476,1.15281,0
542,575713.685236,4803416.46177,29465,2.34648,0
543,575612.956711,4803338.25223,13062,1.04021,0
544,577039.994514,4802375.65344,10474,0.83411,0
545,576047.65221,4802137.82822,15896,1.2659,0
546,577103.163106,4816165.85492,12524,0.997365,0
547,575954.755983,4816064.90892,8809,0.701516,0
548,574120.086382,4816067.37609,10976,0.874088,0
549,574337.907366,4815907.262,15353,1.22266,100
550,577288.965982,4815848.95563,17046,1.35748,0
551,573865.254753,4815913.09992,18384,1.46403,100
552,577430.425409,4815650.8408,22376,1.78194,0
553,573588.015672,4815715.12615,15084,1.20123,16.5393562
554,575393.449678,4815355.41284,17967,1.43083,40.0209198
555,574993.017963,4815294.54242,34533,2.75008,22.2939854
556,575376.370735,4815251.08253,14100,1.12287,0.2216022
557,577706.76627,4815126.14771,32474,2.58611,0.4262655
558,574625.241636,4814870.8621,10969,0.87353,100
559,578038.124535,4814733.93449,40027,3.1876,3.2350218
560,577017.856659,4814260.12307,8842,0.704144,29.7957783
561,577176.527568,4814176.64306,12013,0.956671,23.8001785
562,578083.180728,4814233.92305,50428,4.0159,23.2016411
563,578170.086002,4814133.10447,8953,0.712984,0
564,577769.650913,4813960.19505,61137,4.86872,20.77672
565,577102.855522,4813751.86466,17453,1.38989,30.1318893
566,577507.512562,4813850.02774,27609,2.19868,34.0207291
567,577716.424479,4813635.22555,64086,5.10357,25.0351067
568,575931.641304,4813416.85807,18944,1.50863,6.0331278
569,575787.699945,4813338.25845,15372,1.22417,2.2466965
570,577639.79078,4812863.61481,11324,0.901801,9.7658186
571,579411.968495,4812793.03611,10142,0.807671,1.6391345
572,578709.509669,4812564.98385,31129,2.479,6.4093733
573,579063.684754,4812526.39722,19651,1.56493,0.8475906
574,577871.238352,4812275.07973,22841,1.81897,20.928503
575,578108.705107,4812206.31677,41627,3.31502,0
576,577414.585942,4812621.67725,17821,1.4192,1.8734586
577,579070.960064,4812429.91572,8949,0.712665,99.5471191
578,574672.268957,4811802.05016,71399,5.68595,0
579,572889.261669,4811768.00592,54092,4.30769,0.0015427
580,575229.161662,4811826.18112,104828,8.34811,2.43262
581,575744.813771,4811661.94424,110414,8.79296,100
582,572565.476816,4811405.18101,50515,4.02283,0.0017492
583,575762.086902,4811562.51941,27438,2.18506,9.2313395
584,577084.270836,4811350.36837,173213,13.794,14.9814978
585,574521.041023,4811579.65922,26137,2.08145,0.000367
586,576527.691457,4811236.70954,146998,11.7064,100
587,575372.504665,4811184.70382,20629,1.64282,2.4251852
588,572349.801396,4811363.60485,35269,2.80869,0
589,577243.456937,4810770.6009,8908,0.7094,85.9225082
590,573881.466094,4810956.35355,17706,1.41004,0
591,571480.380589,4810803.04246,24160,1.92401,0
592,572379.922786,4811301.77344,11615,0.924975,0.0038743
593,574838.8612,4810869.43983,14294,1.13832,3.4527755
594,576629.983647,4810966.96641,20394,1.6241,30.9426289
595,579506.187262,4809612.36743,14323,1.14063,33.0374718
596,580384.292446,4809600.6681,9314,0.741732,55.2199097
597,577637.105737,4809432.68938,43678,3.47835,23.5615482
598,579923.985303,4809337.87991,14924,1.18849,43.2352638
599,577778.89189,4809212.39688,53356,4.24907,31.3623219
600,576734.793733,4809207.36534,34970,2.78488,1.7991079
601,576344.983273,4808975.51679,12318,0.98096,0
602,576500.961265,4808934.63139,18810,1.49796,0.0004598
603,577805.663637,4808881.34449,18366,1.4626,99.8855133
604,576448.151498,4808856.69688,14511,1.1556,0
605,576189.229843,4808763.39569,10262,0.817227,0
606,577694.731091,4808816.52825,10111,0.805202,99.7295532
607,581456.122448,4816779.85437,162888,12.9718,0
608,578642.377172,4816657.79148,116274,9.25963,0
609,578831.913963,4816549.80707,58239,4.63794,0
610,578812.419496,4816501.25407,119335,9.5034,2.8902385
611,579555.213515,4816473.02707,9726,0.774542,0
612,581833.753755,4816475.56792,173512,13.8178,62.1305695
613,581879.432841,4816469.19544,8939,0.711869,0
614,579001.468364,4816212.10621,180473,14.3722,16.3840637
615,579052.64814,4816218.60373,14637,1.16564,0
616,581812.501865,4815714.61958,190377,15.1609,19.970047
617,579544.944518,4815479.03536,208366,16.5935,0
618,580548.480436,4815352.42023,16058,1.2788,0.0061759
619,579632.343841,4815117.67755,213832,17.0288,0
620,579966.820012,4814484.50876,220788,17.5827,23.6011219
621,580197.273092,4814541.26684,26578,2.11657,0.1325775
622,580197.931315,4814456.85401,229628,18.2867,19.1792889
623,581494.495134,4814295.40997,213650,17.0143,41.9383469
624,580539.782428,4813827.0791,262777,20.9266,11.5132341
625,580500.770654,4813407.45216,268000,21.3425,10.7998333
626,583391.478499,4813174.37398,9728,0.774702,0
627,580895.453605,4813038.41501,273706,21.7969,11.3949261
628,580789.228115,4813136.4439,231990,18.4748,35.3060379
629,582522.181143,4813180.4087,531894,42.3581,0
630,582438.477008,4812658.1261,538776,42.9061,18.9533768
631,583815.497898,4812613.64231,9154,0.72899,0.0089976
632,583561.589376,4812280.15689,16242,1.29345,0.009043
633,583598.420644,4812218.08673,20437,1.62753,2.2127929
634,583347.415395,4811842.04917,39709,3.16228,2.6635084
635,583134.735741,4811738.24378,555177,44.2122,19.2646523
636,580276.109772,4811619.04877,13305,1.05956,0.0355331
637,583358.948696,4811624.6854,596300,47.4871,0
638,580873.32014,4811387.02695,27870,2.21946,0.1321438
639,581112.658615,4811315.63563,32472,2.58595,0.2032486
640,581438.432331,4811327.45252,41471,3.3026,0.160332
641,581589.563633,4811239.03087,46752,3.72316,0.1428259
642,583499.10555,4811172.85297,602986,48.0196,16.3423271
643,581988.593465,4811016.90492,56214,4.47667,0.1190704
644,582682.583662,4810771.27676,73858,5.88178,0.1434696
645,582055.570815,4810789.55562,61637,4.90854,0.109516
646,584159.491739,4810816.20286,11530,0.918206,55.296093
647,583588.662375,4810777.88641,609332,48.5249,0
648,582507.687712,4810768.00892,70955,5.65059,0.1497277
649,584013.38295,4810715.91955,706115,56.2324,12.6171398
650,583583.094626,4810683.50057,95229,7.58368,1.1373259
651,583275.859413,4810369.70054,85238,6.78804,0.1275237
652,585795.569342,4809939.85208,20545,1.63613,25.8117924
653,585925.46289,4809895.76881,22056,1.75646,0
654,585428.348654,4809551.19158,48628,3.87255,29.9345837
655,584935.181183,4809766.42494,737085,58.6987,0
656,585426.562687,4809490.63228,748473,59.6056,100
657,584976.379646,4809600.73868,9230,0.735043,0
658,584456.676045,4816753.83415,329904,26.2723,0
659,584544.028345,4816732.18316,66815,5.3209,0
660,590633.459116,4816707.41141,12726,1.01345,0
661,590697.472301,4816685.33715,8819,0.702312,0
662,589159.866218,4816585.19752,47098,3.75071,0
663,585881.807503,4816139.75017,16268,1.29552,0
664,589340.365897,4816069.04032,56159,4.47229,0
665,586112.465371,4816099.13848,25199,2.00675,0
666,584939.107939,4815971.46683,404451,32.209,23.6567593
667,585744.892667,4815851.55223,43277,3.44642,0
668,589264.804475,4816032.34159,9868,0.785851,0
669,585008.700992,4815804.79974,412220,32.8277,19.0499401
670,589638.382482,4815786.91108,68057,5.41981,0
671,589769.539092,4815877.57827,22166,1.76522,0
672,585065.99337,4815768.66965,55987,4.4586,0.8151035
673,585582.177311,4815703.76756,47559,3.78742,0
674,589719.465538,4815561.93417,91694,7.30217,0
675,590156.363207,4815609.63985,30188,2.40406,1.7147701
676,584584.829514,4815461.04225,470030,37.4314,5.6785965
677,590090.010068,4815412.4141,98467,7.84155,0
678,590131.780459,4815402.62118,39231,3.12421,1.0944068
679,587587.71209,4815293.83029,12319,0.981039,0
680,584423.017972,4815222.68649,478125,38.0761,5.035296
681,587437.004918,4815131.01981,16763,1.33494,0
682,583760.112527,4815213.18986,9872,0.786169,0
683,583995.112005,4815099.37596,24288,1.93421,0.2461091
684,583775.763357,4815026.93913,35335,2.81395,0.215443
685,583692.075556,4815099.37596,10522,0.837933,0
686,583845.381385,4815032.98432,483556,38.5086,5.3481092
687,587396.596047,4814933.23729,21955,1.74841,0
688,590339.347952,4814599.63667,146602,11.6748,4.0521874
689,587297.552086,4814480.46772,27925,2.22384,0.5779624
690,587202.881073,4814314.27177,32145,2.55991,0.5022398
691,583672.419213,4814294.35211,533883,42.5165,0
692,583900.958575,4814162.10439,542061,43.1677,0
693,590591.63437,4814175.90417,154023,12.2658,100
694,584261.329623,4814246.35484,547526,43.6029,24.4247303
695,588531.742687,4813859.41948,10165,0.809503,0
696,584833.806962,4813841.10382,555949,44.2737,10.6520395
697,584860.954922,4813760.78858,10951,0.872097,0.0001737
698,589449.191237,4813825.4386,13944,1.11045,89.2820587
699,588550.058349,4813651.10581,13543,1.07851,0
700,584940.663071,4813460.85132,568927,45.3072,5.5332265
701,585064.404941,4813455.24495,17127,1.36393,0
702,584932.432756,4813292.60775,586554,46.711,12.0350742
703,587739.74302,4813181.61455,50705,4.03796,0.9549674
704,589676.609918,4813104.80121,173741,13.8361,0
705,585634.292889,4813023.1399,593479,47.2625,15.7982388
706,589310.763238,4812950.88427,19163,1.52607,18.9216785
707,589288.959951,4812910.6364,186882,14.8826,100
708,589228.275956,4812964.42796,23779,1.89367,0
709,589592.043229,4812947.97392,11283,0.898536,2.7608287
710,589234.443739,4812852.60509,206484,16.4436,9.61689
711,589145.661608,4812748.64508,230489,18.3553,100
712,587345.329706,4812721.29108,10370,0.825828,0
713,585421.069257,4812579.5263,597501,47.5828,21.3004875
714,588831.392266,4812444.74155,242712,19.3287,0
715,588013.869944,4812314.36075,60351,4.80613,0
716,588102.409133,4812285.43561,251670,20.0421,9.8817091
717,585806.120904,4812176.62682,611337,48.6846,17.8435154
718,586234.598772,4812132.47052,622002,49.5339,17.7994328
719,588386.399477,4811904.10934,317095,25.2523,8.5321531
720,587344.443702,4811647.38699,23225,1.84955,0.0013511
721,586981.775796,4811576.75583,638216,50.8251,19.935545
722,588703.151675,4811457.03153,323510,25.7631,10.9064064
723,587945.440519,4811260.06392,670501,53.3962,15.5543308
724,588413.595538,4811003.79603,330640,26.3309,99.8928986
725,587986.241588,4811153.39508,345073,27.4803,0
726,589290.625634,4809885.48981,12414,0.988605,100
727,588890.096311,4809594.24902,19790,1.576,20.9277229
728,588632.441408,4809448.46939,27305,2.17447,100
729,587309.634043,4808796.35826,11347,0.903633,91.9561005
730,587405.220335,4808547.50385,17634,1.40431,84.0346146
731,582633.746811,4809138.20015,10240,0.815475,97.4378586
732,582714.86287,4809111.42841,12962,1.03225,96.0510101
733,583328.824623,4808362.06712,224862,17.9072,11.665267
734,582611.838509,4808881.31449,31770,2.53004,24.7339287
735,583161.821912,4807426.61706,216798,17.265,10.0956516
736,581625.099631,4807224.44978,14518,1.15616,0.4798562
737,582363.96498,4806757.85363,202149,16.0984,7.6092854
738,585654.978377,4806810.03242,32596,2.59582,100
739,586185.220643,4806402.82593,117812,9.38211,23.4639854
740,583814.870301,4806719.59283,10749,0.85601,52.3107109
741,587685.69191,4806155.10545,40997,3.26485,34.1518631
742,583844.774778,4806568.11238,12733,1.01401,29.8269081
743,582254.204275,4806298.541,191520,15.2519,4.8901839
744,584798.24665,4806042.59342,22126,1.76203,100
745,585968.481303,4805943.43827,109570,8.72575,17.8801975
746,582070.978689,4805353.05512,176902,14.0878,2.2551889
747,587389.949286,4805850.72545,36302,2.89096,26.405283
748,587349.070574,4805256.29675,26061,2.0754,17.5672131
749,585841.051373,4805484.85652,103235,8.22125,12.9941978
750,582112.309993,4805216.99607,165324,13.1658,0.0295568
751,582150.718276,4804915.40316,159941,12.7371,0.0309234
752,582098.267454,4804876.93018,18914,1.50624,0.0265332
753,582230.384227,4805256.29675,10924,0.869947,26.400177
754,587252.754039,4805123.12125,20407,1.62514,0
755,584408.192425,4805122.43801,9618,0.765942,19.6488266
756,585828.097862,4804935.17423,92712,7.38324,3.6306281
757,581670.893955,4804836.8727,13620,1.08465,0.0116399
758,587300.710127,4804716.95568,13017,1.03663,28.2156467
759,581293.363128,4804686.07195,9248,0.736476,0
760,582150.552431,4804828.549,140900,11.2208,0
761,585750.014231,4804454.91472,80342,6.39814,0.1655488
762,585222.285639,4804196.04658,71454,5.69033,0.1862081
763,581732.186622,4804470.12817,130542,10.3959,0.0358152
764,581454.553324,4803955.38884,122431,9.74995,0
765,581393.488492,4803823.48816,117325,9.34333,0.0100288
766,585035.507854,4804027.82247,66285,5.27869,0.2009321
767,581211.238476,4803724.16466,106807,8.50571,0.0117481
768,584299.557272,4803562.30443,53285,4.24342,0.2497333
769,583974.18051,4803462.58966,44762,3.56468,0.2927912
770,584060.953567,4803431.1684,49653,3.95418,0
771,580721.615459,4803438.52001,95151,7.57747,0
772,583916.556338,4803380.28474,41846,3.33246,0.306217
773,583495.859937,4803354.44749,33692,2.68311,0
774,580420.569012,4803362.76061,88364,7.03698,0
775,583066.840838,4803293.03526,26868,2.13967,0
776,580238.848953,4803282.20902,43614,3.47326,0
777,580263.991795,4803270.5148,44073,3.50981,0
778,582863.690904,4803248.76941,23610,1.88021,0
779,579922.062744,4803180.2375,36782,2.92918,0.0460308
780,582714.851428,4803052.08953,10717,0.853462,0
781,579332.617087,4802925.46518,30482,2.42747,0.0761876
782,578902.844205,4802654.62946,14546,1.15839,0
783,581297.414881,4803634.52257,10206,0.812768,0
784,580255.496011,4803140.89375,39228,3.12397,0
785,582618.542172,4803007.20967,12402,0.987649,0
786,578903.30529,4802548.9693,11814,0.940823,0.0021089
787,580124.096981,4802447.04803,17068,1.35923,0
788,580348.979661,4802178.64909,11336,0.902757,0
789,578679.074359,4802445.26325,11128,0.886192,2.1594884
790,580030.363599,4802403.28858,17462,1.39061,0
791,581936.791243,4801080.54956,17092,1.36114,0
792,582163.419329,4801028.74933,21385,1.70302,0
793,582382.889227,4800903.65556,27095,2.15774,0
794,582809.790743,4800946.04538,31380,2.49899,0
795,582912.820692,4800897.85624,38324,3.05198,0
796,583459.750569,4800449.15625,45875,3.65331,0
797,583578.182086,4800368.53561,57249,4.5591,0
798,577674.810983,4800319.60536,13417,1.06848,0
799,583427.730638,4800360.91712,10331,0.822722,0.0012492
800,579400.527788,4800057.42898,14283,1.13744,0
801,577924.877318,4799707.05695,24232,1.92975,0
802,577967.186515,4799636.01453,34142,2.71894,0
803,585034.733281,4799628.04788,81298,6.47427,0.0010656
804,585230.361644,4799720.05585,9334,0.743325,0
805,579608.294644,4799634.80174,22715,1.80894,0
806,581489.296715,4799444.50094,14362,1.14374,0
807,586042.437989,4799376.41865,10882,0.866602,0
808,585966.412459,4799312.96878,93603,7.45419,0.0008787
809,586743.372304,4799307.10261,279931,22.2927,0.0072624
810,586935.180641,4799369.60393,283380,22.5673,0.007164
811,581748.854873,4799270.79172,20787,1.6554,0
812,581750.645575,4799325.92763,9065,0.721903,0
813,586144.438707,4799250.50137,104779,8.34421,0
814,586157.556504,4799249.60897,164146,13.072,0.0024034
815,586487.120962,4799520.57815,273715,21.7976,0.0018335
816,579572.300218,4799235.64116,27857,2.21843,0
817,586141.911338,4799239.03957,160001,12.7419,0.0024684
818,581883.734928,4799176.18816,30848,2.45662,0
819,586066.519558,4799162.25477,155166,12.3568,0
820,582181.025276,4799017.22334,34502,2.74761,0
821,587613.047183,4798994.5777,297368,23.6813,0.0462874
822,585716.720674,4799126.46006,150656,11.9977,0.0026241
823,585421.463892,4798898.76863,142969,11.3855,0
824,584963.336251,4798848.23307,137110,10.9189,0.0028869
825,579733.229466,4798794.60482,36688,2.9217,0
826,583215.619843,4798696.12597,51122,4.07117,0
827,583336.706696,4798682.94032,11297,0.899651,0
828,587951.601671,4798738.76199,309803,24.6716,1.0819218
829,584483.669142,4798640.75866,77705,6.18814,0
830,584750.92867,4798767.00713,132415,10.545,0.0029863
831,583853.458865,4798647.35953,65944,5.25153,0
832,579868.064422,4798605.05077,39613,3.15463,0
833,584528.086797,4798597.98668,52791,4.20408,0
834,589253.320948,4798490.40554,330682,26.3343,6.4807534
835,580066.603296,4798444.92637,46306,3.68764,0
836,579053.452897,4798522.23456,48893,3.89366,2.8081903
837,579408.190003,4798391.09604,52631,4.19134,2.4325716
838,580384.079938,4798278.38992,109188,8.69533,0
839,580435.19548,4798352.35531,11843,0.943132,0
840,580048.373167,4798384.67993,61476,4.89572,1.8457321
841,588743.567206,4798486.70858,321959,25.6396,4.3439932
842,584320.139282,4798483.0446,45854,3.65164,0.0085777
843,590273.307248,4798773.84948,10357,0.824793,100
844,591278.425543,4798087.73789,32953,2.62425,95.6521759
845,589312.386757,4798293.55626,571770,45.5336,7.0257425
846,583451.85141,4797839.53317,17491,1.39292,0.0125289
847,583810.203577,4797990.97379,36605,2.91509,0.0060756
848,582931.10044,4797849.44657,11028,0.878229,0
849,583514.958556,4797812.30581,18022,1.43521,0
850,580850.917506,4797737.96247,127017,10.1152,0.6676089
851,580830.871119,4797671.28396,15420,1.22799,0
852,580905.774457,4797592.55291,142775,11.3701,0.5782235
853,580975.526491,4797570.93246,9179,0.730981,0.0056736
